ano;ra;nome;idade;genero;fase;turma;ano_ingresso;instituicao_ensino;inde;pedra;fase_ideal;defasagem;iaa;ieg;ips;ida;ipv;ian;ipp;risco_defasagem
2022;RA-38;Aluno-38;17;Feminino;6;A;2017;Privada;8,523;Topázio;7;-1,0;9,2;8,9;7,5;8,6;9,833;5,0;7,708333333;0
2022;RA-39;Aluno-39;16;Feminino;6;A;2017;Privada;6,033;Ágata;6;0,0;0,0;4,8;6,9;6,9;6,111;10,0;7,708333333;1
2022;RA-40;Aluno-40;16;Feminino;5;A;2016;Privada;7,203;Ametista;6;-1,0;7,9;7,8;7,5;6,8;7,75;5,0;7,708333333;0
2022;RA-41;Aluno-41;17;Masculino;5;A;2018;Pública;5,581;Quartzo;7;-2,0;9,2;6,1;5,0;5,6;4,375;5,0;7,708333333;1
2022;RA-42;Aluno-42;15;Masculino;5;A;2019;Privada;6,72;Ágata;5;0,0;8,3;7,9;5,6;4,8;6,083;10,0;7,708333333;1
2022;RA-43;Aluno-43;16;Feminino;5;A;2019;Pública;5,486;Quartzo;6;-1,0;6,3;6,5;5,6;4,3;5,958;5,0;7,708333333;1
2022;RA-44;Aluno-44;17;Feminino;5;A;2021;Pública;5,542;Quartzo;7;-2,0;5,0;5,9;7,5;3,0;7,292;5,0;7,708333333;1
2022;RA-45;Aluno-45;15;Feminino;5;A;2019;Privada;7,591;Ametista;5;0,0;7,9;8,9;5,6;6,8;7,417;10,0;7,708333333;0
2022;RA-46;Aluno-46;17;Feminino;5;A;2022;Pública;6,048;Ágata;7;-2,0;8,8;8,4;6,3;2,1;7,083;5,0;7,708333333;1
2022;RA-47;Aluno-47;17;Feminino;5;A;2022;Pública;5,677;Quartzo;7;-2,0;7,9;6,3;7,5;2,1;7,042;5,0;7,708333333;1
2022;RA-48;Aluno-48;15;Feminino;5;A;2017;Privada;8,006;Ametista;5;0,0;6,7;8,4;7,5;8,1;8,5;10,0;7,708333333;0
2022;RA-49;Aluno-49;17;Feminino;5;A;2022;Pública;6,304;Ágata;7;-2,0;7,5;7,4;7,5;3,9;7,042;5,0;7,708333333;1
2022;RA-50;Aluno-50;18;Feminino;5;A;2022;Pública;7,138;Ametista;8;-3,0;7,5;8,4;7,5;7,8;7,542;2,5;7,708333333;0
2022;RA-51;Aluno-51;17;Feminino;5;B;2022;Pública;6,488;Ágata;7;-2,0;8,8;7,6;7,5;5,0;6,5;5,0;7,708333333;1
2022;RA-52;Aluno-52;13;Masculino;5;B;2018;Privada;7,861;Ametista;3;2,0;9,6;8,9;7,5;6,2;7,5;10,0;7,708333333;0
2022;RA-53;Aluno-53;17;Masculino;5;B;2022;Pública;6,725;Ágata;7;-2,0;9,2;7,0;7,5;7,0;6,458;5,0;7,708333333;1
2022;RA-54;Aluno-54;16;Feminino;5;B;2022;Pública;6,058;Ágata;6;-1,0;7,9;6,9;7,5;4,8;6,125;5,0;7,708333333;1
2022;RA-55;Aluno-55;16;Feminino;5;B;2017;Pública;6,576;Ágata;6;-1,0;7,1;7,6;5,6;7,5;6,5;5,0;7,708333333;1
2022;RA-56;Aluno-56;15;Feminino;5;B;2019;Privada;8,404;Topázio;5;0,0;10,0;10,0;7,5;7,0;8,25;10,0;7,708333333;0
2022;RA-57;Aluno-57;16;Masculino;5;B;2017;Privada;7,305;Ametista;6;-1,0;7,1;8,1;5,6;8,4;7,875;5,0;7,708333333;0
2022;RA-58;Aluno-58;15;Masculino;5;B;2017;Privada;8,136;Topázio;5;0,0;9,6;9,2;6,3;7,2;8,125;10,0;7,708333333;0
2022;RA-59;Aluno-59;17;Masculino;5;B;2022;Pública;7,642;Ametista;7;-2,0;9,2;9,3;7,5;7,2;7,917;5,0;7,708333333;0
2022;RA-60;Aluno-60;18;Feminino;5;B;2021;Pública;5,537;Quartzo;8;-3,0;6,7;6,0;7,5;4,9;6,167;2,5;7,708333333;1
2022;RA-61;Aluno-61;15;Masculino;5;B;2021;Pública;7,533;Ametista;5;0,0;9,2;7,4;7,5;5,8;7,875;10,0;7,708333333;0
2022;RA-62;Aluno-62;17;Masculino;5;B;2022;Pública;7,891;Ametista;7;-2,0;8,8;9,4;7,5;9,3;7,25;5,0;7,708333333;0
2022;RA-63;Aluno-63;16;Masculino;5;B;2018;Privada;8,282;Topázio;6;-1,0;8,3;9,1;8,8;8,7;9,417;5,0;7,708333333;0
2022;RA-64;Aluno-64;16;Masculino;5;B;2019;Pública;7,368;Ametista;6;-1,0;7,1;8,1;8,1;7,5;8,25;5,0;7,708333333;0
2022;RA-65;Aluno-65;17;Feminino;5;B;2022;Pública;7,712;Ametista;7;-2,0;8,3;7,7;7,5;9,3;7,875;5,0;7,708333333;0
2022;RA-66;Aluno-66;17;Feminino;5;B;2022;Pública;5,665;Quartzo;7;-2,0;7,5;5,6;7,5;4,5;5,917;5,0;7,708333333;1
2022;RA-67;Aluno-67;16;Feminino;5;C;2019;Pública;5,195;Quartzo;6;-1,0;5,8;3,0;7,5;3,6;6,889;5,0;7,708333333;1
2022;RA-68;Aluno-68;16;Masculino;5;C;2019;Pública;6,438;Ágata;6;-1,0;8,3;6,0;7,5;4,0;7,944;5,0;7,708333333;1
2022;RA-69;Aluno-69;16;Masculino;5;C;2018;Pública;5,718;Quartzo;6;-1,0;8,3;6,1;7,5;2,5;6,167;5,0;7,708333333;1
2022;RA-70;Aluno-70;16;Feminino;5;C;2017;Pública;5,712;Quartzo;6;-1,0;8,8;6,6;5,0;2,9;6,111;5,0;7,708333333;1
2022;RA-71;Aluno-71;17;Feminino;5;C;2019;Pública;4,332;Quartzo;7;-2,0;7,9;2,0;7,5;1,2;5,833;5,0;7,708333333;1
2022;RA-72;Aluno-72;17;Feminino;5;C;2022;Pública;7,64;Ametista;7;-2,0;8,3;7,5;7,5;7,8;8,667;5,0;7,708333333;0
2022;RA-73;Aluno-73;17;Feminino;5;C;2022;Pública;5,271;Quartzo;7;-2,0;7,1;3,0;7,5;3,3;7,278;5,0;7,708333333;1
2022;RA-74;Aluno-74;16;Masculino;5;C;2022;Pública;4,989;Quartzo;6;-1,0;9,6;3,3;7,5;2,0;5,833;5,0;7,708333333;1
2022;RA-75;Aluno-75;16;Feminino;5;F;2022;Pública;3,915;Quartzo;6;-1,0;5,4;3,8;6,3;0,0;4,625;5,0;7,708333333;1
2022;RA-76;Aluno-76;15;Feminino;5;F;2017;Privada;9,105;Topázio;5;0,0;10,0;9,1;8,1;8,7;9,292;10,0;7,708333333;0
2022;RA-77;Aluno-77;16;Masculino;5;F;2019;Pública;3,846;Quartzo;6;-1,0;7,1;2,7;5,0;0,7;4,625;5,0;7,708333333;1
2022;RA-78;Aluno-78;17;Masculino;5;F;2018;Privada;7,04;Ametista;7;-2,0;8,3;6,6;5,6;7,2;8,0;5,0;7,708333333;0
2022;RA-79;Aluno-79;16;Feminino;5;F;2018;Privada;6,847;Ágata;6;-1,0;5,4;6,3;5,6;8,9;7,292;5,0;7,708333333;1
2022;RA-80;Aluno-80;16;Feminino;5;K;2017;Privada;7,29;Ametista;6;-1,0;9,2;8,3;5,0;7,1;7,625;5,0;7,708333333;0
2022;RA-81;Aluno-81;14;Feminino;5;K;2017;Privada;7,675;Ametista;4;1,0;9,2;9,2;5,0;6,0;7,458;10,0;7,708333333;0
2022;RA-82;Aluno-82;17;Feminino;5;K;2022;Pública;6,596;Ágata;7;-2,0;8,8;6,8;7,5;5,5;6,417;5,0;7,708333333;1
2022;RA-83;Aluno-83;17;Feminino;5;K;2022;Pública;6,671;Ágata;7;-2,0;7,9;6,8;7,5;6,8;5,958;5,0;7,708333333;1
2022;RA-84;Aluno-84;17;Feminino;5;K;2018;Privada;6,682;Ágata;7;-2,0;7,1;8,8;5,0;5,8;6,75;5,0;7,708333333;1
2022;RA-85;Aluno-85;15;Masculino;5;K;2022;Pública;6,243;Ágata;5;0,0;6,7;7,3;5,0;4,3;5,833;10,0;7,708333333;1
2022;RA-86;Aluno-86;16;Masculino;5;K;2016;Privada;7,566;Ametista;6;-1,0;7,5;9,6;5,6;6,7;8,458;5,0;7,708333333;0
2022;RA-87;Aluno-87;15;Masculino;5;K;2021;Privada;8,712;Topázio;5;0,0;8,3;9,6;7,5;8,8;8,5;10,0;7,708333333;0
2022;RA-88;Aluno-88;17;Masculino;5;K;2021;Pública;7,498;Ametista;7;-2,0;7,1;9,2;5,6;6,5;9,208;5,0;7,708333333;0
2022;RA-89;Aluno-89;16;Masculino;5;K;2021;Pública;7,323;Ametista;6;-1,0;9,6;7,8;7,5;5,9;8,0;5,0;7,708333333;0
2022;RA-90;Aluno-90;13;Feminino;5;L;2019;Privada;9,442;Topázio;3;2,0;10,0;9,7;9,4;8,5;9,75;10,0;7,708333333;0
2022;RA-91;Aluno-91;16;Feminino;5;L;2016;Privada;6,645;Ágata;6;-1,0;9,2;5,7;5,6;6,6;7,125;5,0;7,708333333;1
2022;RA-92;Aluno-92;16;Feminino;5;L;2016;Privada;6,957;Ágata;6;-1,0;9,2;7,1;5,0;7,4;6,667;5,0;7,708333333;1
2022;RA-93;Aluno-93;15;Feminino;5;L;2016;Privada;8,941;Topázio;5;0,0;8,3;9,7;8,1;8,5;9,083;10,0;7,708333333;0
2022;RA-94;Aluno-94;15;Feminino;5;L;2018;Privada;8,921;Topázio;5;0,0;8,3;9,6;8,1;7,7;9,583;10,0;7,708333333;0
2022;RA-95;Aluno-95;17;Feminino;5;L;2022;Pública;6,308;Ágata;7;-2,0;8,3;6,6;7,5;4,8;6,292;5,0;7,708333333;1
2022;RA-96;Aluno-96;16;Masculino;5;L;2021;Pública;7,54;Ametista;6;-1,0;9,2;7,8;6,9;6,7;8,5;5,0;7,708333333;0
2022;RA-97;Aluno-97;15;Feminino;5;L;2017;Privada;7,468;Ametista;5;0,0;7,5;8,8;5,0;6,9;6,292;10,0;7,708333333;0
2022;RA-98;Aluno-98;15;Feminino;5;L;2017;Privada;9,354;Topázio;5;0,0;8,8;10,0;9,4;8,5;9,667;10,0;7,708333333;0
2022;RA-99;Aluno-99;16;Masculino;5;L;2019;Pública;6,158;Ágata;6;-1,0;8,8;6,3;7,5;5,0;5,833;5,0;7,708333333;1
2022;RA-100;Aluno-100;13;Feminino;4;A;2019;Privada;7,618;Ametista;3;1,0;8,8;7,8;5,0;7,6;7,25;10,0;7,708333333;0
2022;RA-101;Aluno-101;15;Feminino;4;A;2021;Pública;7,305;Ametista;5;-1,0;7,9;8,3;7,5;7,6;6,833;5,0;7,708333333;0
2022;RA-102;Aluno-102;14;Masculino;4;A;2019;Pública;6,922;Ágata;4;0,0;6,7;7,7;6,9;5,7;6,0;10,0;7,708333333;1
2022;RA-103;Aluno-103;13;Feminino;4;A;2020;Privada;8,107;Topázio;3;1,0;7,9;8,7;7,5;7,3;7,708;10,0;7,708333333;0
2022;RA-104;Aluno-104;18;Masculino;4;A;2022;Pública;6,315;Ágata;8;-4,0;7,9;8,7;7,5;3,7;6,708;2,5;7,708333333;1
2022;RA-105;Aluno-105;17;Masculino;4;A;2016;Privada;6,846;Ágata;7;-3,0;7,9;8,2;5,6;6,7;7,417;2,5;7,708333333;1
2022;RA-106;Aluno-106;15;Feminino;4;A;2016;Privada;7,973;Ametista;5;-1,0;9,2;8,0;9,4;7,4;8,375;5,0;7,708333333;0
2022;RA-107;Aluno-107;15;Feminino;4;A;2018;Pública;6,258;Ágata;5;-1,0;7,5;6,4;7,5;4,6;6,5;5,0;7,708333333;1
2022;RA-108;Aluno-108;17;Feminino;4;A;2019;Pública;5,547;Quartzo;7;-3,0;4,6;7,7;5,0;5,0;6,125;2,5;7,708333333;1
2022;RA-109;Aluno-109;16;Masculino;4;A;2021;Privada;8,512;Topázio;6;-2,0;8,8;10,0;8,8;8,4;8,667;5,0;7,708333333;0
2022;RA-110;Aluno-110;14;Masculino;4;A;2017;Privada;8,15;Topázio;4;0,0;9,2;9,7;5,6;6,7;8,0;10,0;7,708333333;0
2022;RA-111;Aluno-111;13;Feminino;4;A;2020;Privada;8,646;Topázio;3;1,0;7,5;9,4;8,1;8,0;8,667;10,0;7,708333333;0
2022;RA-112;Aluno-112;15;Feminino;4;A;2016;Privada;7,836;Ametista;5;-1,0;7,9;7,8;6,3;8,5;8,833;5,0;7,708333333;0
2022;RA-113;Aluno-113;15;Feminino;4;A;2017;Privada;3,032;Quartzo;5;-1,0;0,0;0,0;5,0;3,7;3,792;5,0;7,708333333;1
2022;RA-114;Aluno-114;16;Masculino;4;A;2022;Pública;5,894;Quartzo;6;-2,0;7,9;6,3;7,5;5,3;5,0;5,0;7,708333333;1
2022;RA-115;Aluno-115;16;Feminino;4;A;2019;Pública;5,886;Quartzo;6;-2,0;8,3;6,8;6,3;3,8;5,583;5,0;7,708333333;1
2022;RA-116;Aluno-116;16;Feminino;4;B;2019;Pública;6,854;Ágata;6;-2,0;5,8;8,1;6,3;5,9;7,792;5,0;7,708333333;1
2022;RA-117;Aluno-117;15;Feminino;4;B;2022;Pública;6,685;Ágata;5;-1,0;7,9;6,3;6,9;6,1;7,417;5,0;7,708333333;1
2022;RA-118;Aluno-118;14;Feminino;4;B;2021;Pública;5,597;Quartzo;4;0,0;0,0;5,3;6,3;3,9;6,958;10,0;7,708333333;1
2022;RA-119;Aluno-119;14;Feminino;4;B;2016;Privada;7,501;Ametista;4;0,0;8,3;8,2;5,6;5,4;7,875;10,0;7,708333333;0
2022;RA-120;Aluno-120;15;Masculino;4;B;2019;Pública;6,825;Ágata;5;-1,0;8,3;5,9;7,5;6,2;7,667;5,0;7,708333333;1
2022;RA-121;Aluno-121;16;Feminino;4;B;2021;Pública;7,245;Ametista;6;-2,0;7,1;8,4;6,3;7,2;7,625;5,0;7,708333333;0
2022;RA-122;Aluno-122;14;Feminino;4;B;2019;Pública;5,061;Quartzo;4;0,0;7,9;3,4;7,5;1,8;4,958;10,0;7,708333333;1
2022;RA-123;Aluno-123;16;Masculino;4;B;2017;Privada;7,084;Ametista;6;-2,0;7,9;8,6;5,6;6,5;7,292;5,0;7,708333333;0
2022;RA-124;Aluno-124;14;Masculino;4;B;2016;Privada;7,388;Ametista;4;0,0;7,9;7,8;5,0;6,7;7,167;10,0;7,708333333;0
2022;RA-125;Aluno-125;15;Feminino;4;B;2022;Pública;7,619;Ametista;5;-1,0;8,8;8,5;7,5;7,1;7,75;5,0;7,708333333;0
2022;RA-126;Aluno-126;15;Masculino;4;B;2018;Pública;6,289;Ágata;5;-1,0;7,1;5,8;7,5;4,4;7,417;5,0;7,708333333;1
2022;RA-127;Aluno-127;14;Feminino;4;B;2022;Pública;8,283;Topázio;4;0,0;7,5;8,7;7,5;7,9;8,125;10,0;7,708333333;0
2022;RA-128;Aluno-128;15;Masculino;4;B;2019;Pública;5,563;Quartzo;5;-1,0;0,0;6,2;7,5;5,6;6,167;5,0;7,708333333;1
2022;RA-129;Aluno-129;15;Masculino;4;B;2019;Pública;6,926;Ágata;5;-1,0;6,7;6,4;7,5;6,7;7,792;5,0;7,708333333;1
2022;RA-130;Aluno-130;16;Feminino;4;F;2018;Pública;5,624;Quartzo;6;-2,0;8,3;4,7;5,0;4,1;6,5;5,0;7,708333333;1
2022;RA-131;Aluno-131;15;Feminino;4;F;2016;Pública;7,174;Ametista;5;-1,0;8,8;9,0;5,6;5,6;7,75;5,0;7,708333333;0
2022;RA-132;Aluno-132;14;Feminino;4;F;2019;Privada;8,355;Topázio;4;0,0;10,0;8,8;5,6;7,7;8,458;10,0;7,708333333;0
2022;RA-133;Aluno-133;15;Feminino;4;F;2016;Pública;6,875;Ágata;5;-1,0;7,9;7,1;7,5;5,6;7,625;5,0;7,708333333;1
2022;RA-134;Aluno-134;15;Feminino;4;F;2021;Pública;6,607;Ágata;5;-1,0;8,8;6,8;7,5;4,7;7,375;5,0;7,708333333;1
2022;RA-135;Aluno-135;15;Feminino;4;F;2019;Pública;7,692;Ametista;5;-1,0;8,3;7,8;5,6;8,6;8,583;5,0;7,708333333;0
2022;RA-136;Aluno-136;15;Masculino;4;F;2019;Pública;6,478;Ágata;5;-1,0;10,0;6,3;7,5;4,6;6,667;5,0;7,708333333;1
2022;RA-137;Aluno-137;17;Feminino;4;F;2016;Privada;7,056;Ametista;7;-3,0;7,5;8,9;5,0;7,3;7,792;2,5;7,708333333;0
2022;RA-138;Aluno-138;15;Masculino;4;F;2016;Pública;6,738;Ágata;5;-1,0;9,6;8,0;5,6;5,6;6,375;5,0;7,708333333;1
2022;RA-139;Aluno-139;17;Masculino;4;F;2019;Pública;3,738;Quartzo;7;-3,0;7,1;3,5;5,0;1,4;3,917;2,5;7,708333333;1
2022;RA-140;Aluno-140;14;Feminino;4;F;2021;Pública;7,407;Ametista;4;0,0;7,9;7,6;6,9;5,7;7,667;10,0;7,708333333;0
2022;RA-141;Aluno-141;14;Masculino;4;F;2017;Pública;7,118;Ametista;4;0,0;9,2;8,2;5,6;5,7;5,917;10,0;7,708333333;0
2022;RA-142;Aluno-142;14;Feminino;4;F;2021;Pública;7,457;Ametista;4;0,0;6,7;8,6;5,6;6,3;7,583;10,0;7,708333333;0
2022;RA-143;Aluno-143;13;Masculino;4;F;2019;Privada;8,638;Topázio;3;1,0;8,3;9,9;5,6;7,9;9,5;10,0;7,708333333;0
2022;RA-144;Aluno-144;14;Feminino;4;F;2017;Privada;8,181;Topázio;4;0,0;7,5;9,3;5,0;7,9;8,292;10,0;7,708333333;0
2022;RA-145;Aluno-145;16;Masculino;4;H;2017;Pública;5,846;Quartzo;6;-2,0;0,0;6,3;8,1;5,2;7,25;5,0;7,708333333;1
2022;RA-146;Aluno-146;15;Feminino;4;H;2022;Pública;7,947;Ametista;5;-1,0;8,3;9,2;7,5;7,9;8,208;5,0;7,708333333;0
2022;RA-147;Aluno-147;14;Feminino;4;H;2022;Pública;7,541;Ametista;4;0,0;8,3;7,7;7,5;6,1;7,25;10,0;7,708333333;0
2022;RA-148;Aluno-148;14;Masculino;4;H;2022;Pública;7,894;Ametista;4;0,0;9,2;7,9;10,0;5,3;7,708;10,0;7,708333333;0
2022;RA-149;Aluno-149;15;Feminino;4;H;2022;Pública;6,323;Ágata;5;-1,0;9,2;6,5;7,5;5,0;6,125;5,0;7,708333333;1
2022;RA-150;Aluno-150;16;Feminino;4;H;2020;Pública;6,962;Ágata;6;-2,0;9,6;6,3;6,9;6,9;7,333;5,0;7,708333333;1
2022;RA-151;Aluno-151;16;Feminino;4;H;2020;Pública;7,563;Ametista;6;-2,0;8,8;7,5;6,9;8,3;7,958;5,0;7,708333333;0
2022;RA-152;Aluno-152;16;Feminino;4;L;2022;Pública;6,712;Ágata;6;-2,0;8,3;7,0;7,5;6,5;6,292;5,0;7,708333333;1
2022;RA-153;Aluno-153;14;Feminino;4;L;2018;Privada;7,535;Ametista;4;0,0;7,9;8,2;5,0;6,6;7,708;10,0;7,708333333;0
2022;RA-154;Aluno-154;15;Masculino;4;L;2017;Pública;6,073;Ágata;5;-1,0;8,3;6,1;6,3;4,0;6,833;5,0;7,708333333;1
2022;RA-155;Aluno-155;16;Masculino;4;L;2022;Pública;7,051;Ametista;6;-2,0;10,0;8,3;7,5;5,2;6,833;5,0;7,708333333;0
2022;RA-156;Aluno-156;15;Masculino;4;L;2018;Pública;7,357;Ametista;5;-1,0;10,0;8,3;9,4;4,4;7,792;5,0;7,708333333;0
2022;RA-157;Aluno-157;12;Feminino;4;L;2018;Privada;8,317;Topázio;3;1,0;7,5;10,0;6,3;7,7;8,292;10,0;7,708333333;0
2022;RA-158;Aluno-158;17;Feminino;4;L;2017;Privada;7,302;Ametista;7;-3,0;7,9;9,8;5,6;6,6;8,125;2,5;7,708333333;0
2022;RA-159;Aluno-159;15;Feminino;4;L;2021;Pública;6,49;Ágata;5;-1,0;8,3;8,1;5,6;4,7;6,458;5,0;7,708333333;1
2022;RA-160;Aluno-160;15;Feminino;4;L;2021;Pública;6,746;Ágata;5;-1,0;7,5;7,2;5,6;5,3;8,25;5,0;7,708333333;1
2022;RA-161;Aluno-161;11;Feminino;4;L;2018;Privada;7,957;Ametista;2;2,0;7,9;9,1;5,6;6,9;8,083;10,0;7,708333333;0
2022;RA-162;Aluno-162;14;Feminino;4;L;2021;Pública;7,215;Ametista;4;0,0;6,7;8,5;7,5;5,5;6,542;10,0;7,708333333;0
2022;RA-163;Aluno-163;15;Feminino;4;L;2021;Pública;6,797;Ágata;5;-1,0;8,8;7,9;5,6;6,7;6,5;5,0;7,708333333;1
2022;RA-164;Aluno-164;16;Masculino;4;L;2018;Pública;6,776;Ágata;6;-2,0;8,3;7,3;5,6;6,5;7,208;5,0;7,708333333;1
2022;RA-165;Aluno-165;14;Feminino;4;L;2017;Privada;8,063;Topázio;4;0,0;7,1;9,8;5,6;7,6;7,5;10,0;7,708333333;0
2022;RA-166;Aluno-166;14;Masculino;4;L;2020;Pública;8,253;Topázio;4;0,0;9,2;9,0;6,3;8,1;7,542;10,0;7,708333333;0
2022;RA-167;Aluno-167;16;Feminino;4;P;2018;Privada;7,798;Ametista;6;-2,0;9,2;9,7;5,6;7,9;7,833;5,0;7,708333333;0
2022;RA-168;Aluno-168;15;Feminino;4;P;2018;Privada;6,917;Ágata;5;-1,0;7,9;8,3;6,3;5,9;7,083;5,0;7,708333333;1
2022;RA-169;Aluno-169;15;Feminino;4;P;2018;Pública;5,159;Quartzo;5;-1,0;7,5;5,1;6,3;3,2;4,792;5,0;7,708333333;1
2022;RA-170;Aluno-170;14;Feminino;4;P;2018;Privada;7,007;Ágata;4;0,0;8,3;9,2;5,6;4,9;5,792;10,0;7,708333333;1
